name|Вільшаницька територіальна громада
region|Львівська область
id|id275
link|http://decentralization.gov.ua/region/common/id/763
0|1|2
||
№ з/п|Найменування показника|Значення показника
1.|Чисельність населення станом на 1 січня 2014 року|3082
|у тому числі дітей:|
|дошкільного віку|173
|шкільного віку|275
2.|Кількість населених пунктів, що входять до складу спроможної територіальної громади|9
3.|Обсяг доходів (розрахунковий) спроможної територіальної громади, гривень|7033300
|у тому числі:|
|сформованих відповідно до статті 64 Бюджетного кодексу України|555700
|бюджету розвитку|
|базової дотації|1416900
|реверсної дотації|
4.|Площа території спроможної територіальної громади, кв. кілометрів|7907
5.|Кількість закладів, що утримуються за рахунок бюджету органів місцевого самоврядування|15
|у тому числі:|
|загальноосвітніх навчальних закладів І-ІІІ ступенів|2
|загальноосвітніх навчальних закладів І-ІІ ступенів|1
|загальноосвітніх навчальних закладів І ступеня|2
|дошкільних навчальних закладів|-
|закладів позашкільної освіти|-
|закладів культури|5
|закладів фізичної культури|
|фельдшерсько-акушерських пунктів|4
|амбулаторій, поліклінік|1
|лікарень|-
|станцій швидкої допомоги|-
6.|Наявність приміщення для розміщення державних органів, установ, що здійснюють повноваження щодо:|
|правоохоронної діяльності|так
|реєстрації актів цивільного стану та майнових прав|так
|пенсійного забезпечення|так
|соціального захисту|так
|пожежної безпеки|так
|казначейського обслуговування|так
7.|Наявність приміщень для розміщення органів місцевого самоврядування|так
