name|Сатанівська територіальна громада
region|Хмельницька область
id|id462
link|http://decentralization.gov.ua/region/common/id/596
0|1|2
Найменування показника|Значення показника|
1.|Чисельність населення станом на 1 січня 2015 р.,|8002
|у тому числі дітей:|
|дошкільного віку|403
|шкільного віку|664
2.|Кількість населених пунктів, що входять до складу спроможної територіальної громади|11
3.|Обсяг доходів (розрахунковий) спроможної територіальної громади, гривень|95552
|у тому числі:|
|сформованих відповідно до статті 64 Бюджетного кодексу України|74885
|бюджету розвитку|
|базової дотації|20667
|реверсної дотації|-
4.|Площа території спроможної територіальної громади, кв. кілометрів|202972
5.|Кількість закладів, що утримуються за рахунок бюджету органів місцевого самоврядування|
|у тому числі:|
|загальноосвітніх навчальних закладів 11-Ш ступеня|3
|загальноосвітніх навчальних закладів [-II ступеня|2
|загальноосвітніх навчальних закладів I ступеня|-
|дошкільних навчальних закладів|3
|закладів позашкільної освіти|1 1
|закладів культури|6
|закладів фізичної культури|1 1
|фельдшерсько-акушерських пунктів|5
|амбулаторій, поліклінік|3
|лікарень|-
|станцій швидкої допомоги|1
6.|Наявність приміщень для розміщення державних органів, установ, що здійснюють повноваження щодо:|
|правоохоронної діяльності|в наявності
|реєстрації актів цивільного стану та майнових прав|в наявності
|пенсійного забезпечення|в наявності
|соціального захисту|в наявності
|пожежної безпеки|в наявності
|казначейського обслуговування|в наявності
7.|Наявність приміщень для розміщення органів місцевого самоврядування|в наявності
