name|Маловисківська територіальна громада
region|Кіровоградська область
id|id224
link|http://decentralization.gov.ua/region/common/id/748
"
			Найменування показника
			"|"
			Значення показника
			"|Unnamed: 2
1.|Чисельність населення станом на  1 січня 2015 р.  у тому числі дітей:|14116
дошкільного віку|802|
шкільного віку|1373|
2.|Кількість населених пунктів, що входять до складу спроможної територіальної громади|10
3.|Обсяг доходів (розрахунковий) спроможної територіальної громади, гривень|18599500
|у тому числі:  сформованих відповідно до статті 64 Бюджетного кодексу України  бюджету розвитку  базової дотації  реверсної дотації|18599500  -  -  -
4.|Площа території спроможної територіальної громади, кв. кілометрів|23183150000
5.|Кількість закладів, що утримуються за рахунок бюджету органів місцевого самоврядування  у тому числі:|
|загальноосвітніх навчальних закладів  I—III ступеня|5
|загальноосвітніх навчальних закладів  I—II ступеня|-
|загальноосвітніх навчальних закладів   I ступеня|-
|дошкільних навчальних закладів|4
|закладів позашкільної освіти|2
|закладів культури|9
|закладів фізичної культури|1
|фельдшерсько-акушерських пунктів|6
|амбулаторій, поліклінік|1
|лікарень|1
|станцій швидкої допомоги|-
6.|Наявність приміщень для розміщення державних органів, установ, що здійснюють повноваження щодо:|
правоохоронної діяльності|В наявності|
реєстрації актів цивільного стану та майнових прав|В наявності|
пенсійного забезпечення|В наявності|
соціального захисту|В наявності|
пожежної безпеки|В наявності|
казначейського обслуговування|В наявності|
7.|Наявність приміщень для розміщення органів місцевого самоврядування|В наявності
