name|Іллінецька територіальна громада
region|Вінницька область
id|id108
link|http://decentralization.gov.ua/region/common/id/353
0|1|2
N|Показники|Значення показників
1|Чисельність населення станом на І січня 2016 року, у|
|тому числі:|18161
|дошкільного віку|1382
|Шкільного віку|2010
2|Кількість населених пунктів, що входять до спроможної територіальної громади|20
3|Обсяг доходів (розрахунковий) спроможної територіальної громади, гривень в тому числі:|36769000
|сформованих відповідно до стапі 64 Бюджетного|31 604 000
|кодексу України|
|бюджету розвитку|5 165 000
|базової дотації|0
|реверсної дотації|0
4|Площа території спроможної територіальної громади, кв. кілометрів|332.0
5|Кількість складів, що утримуються за рахунок бюджету органів місцевого самоврядування:|69
|8|
|загальноосвггніх навчальних закладів І-ІІсупеня|3
|загальноосвітніх навчальних закладів І ступня|0
|дошкільних навчальних закладів|11
|заклади позашкільної освіти|1
|закладів культури|14
|закладів фізичної культури|5
|фельдшерсько-акушерських пунктів|15
|амбулаторій, поліклінік|3
|лікарень|1
|станцій швидкої допомоги|1
6|Наявність приміщень для розміщення державних органів, установ, що здійснюють повноваження що ю:|
|правоохоронної діяльності|є
|реєстрації актів цивільного стану та майнових прав|є
|пенсійного забезпечення|є
|соціального захисту|є
|пожежної безпєки'|є
|казначейського обслуіовувапня|є
7|Наявність приміщень для. розміщення органів місцевого самоврядування|є
