name|Червоноармійська територіальна громада
region|Одеська область
id|id326
link|http://decentralization.gov.ua/region/common/id/4
0|1|2
№ з/п|Найменування показника|Значення показника
1.|Чисельність населення станом на 1 січня 2015 р.*|2326
|у тому числі дітей:|486
|дошкільного віку|181
|шкільного віку|305
2.|Кількість населених пунктів, що входять до складу спроможної територіальної громади|6
3.|Обсяг доходів (розрахунковий) спроможної територіальної громади, тисяч гривень|3 324,8
|у тому числі:|
|сформованих відповідно до статті 64 Бюджетного кодексу України|3 038,5
|бюджету розвитку|00
|базової дотації|2863
|реверсної дотації|00
4.|Площа території спроможної територіальної громади, кв. кілометрів|2078
5.|Кількість закладів, що утримуються за рахунок бюджету органів місцевого самоврядування|20
|у тому числі:|
|загальноосвітніх навчальних закладів I—III ступеня|2
|загальноосвітніх навчальних закладів I—II ступеня|1
|загальноосвітніх навчальних закладів I ступеня|-
|дошкільних навчальних закладів|3
|закладів позашкільної освіти|-
|закладів культури|9
|закладів фізичної культури|-
|фельдшерсько-акушерських пунктів|4
|амбулаторій, поліклінік|1
|лікарень|-
|станцій швидкої допомоги|-
6.|Наявність приміщень для розміщення державних органів, установ, що здійснюють повноваження щодо:|
|правоохоронної діяльності|є
|реєстрації актів цивільного стану та майнових прав|є
|пенсійного забезпечення|є
|соціального захисту|є
|пожежної безпеки|є
|казначейського обслуговування|є
7.|Наявність приміщень для розміщення органів місцевого самоврядування|є
