name|Вапнярська територіальна громада
region|Вінницька область
id|id103
link|http://decentralization.gov.ua/region/common/id/326
0|1|2
N|Показники|Значення показників
1|Чисельність населення станом на 1 липня 2016 року, у тому числі:|8364
|дошкільного віку|566
шкільного віку|920|
2|Кількість населених пунктів, що входять до спроможної територіальної громади|2
3|Обсяг доходів (розрахунковий) спроможної територіальної громади, гривень в тому числі:|12673223
сформованих відповідно до статті 64 Бюджетного кодексу України|12573223|
бюджету розвитку|100000|
базової дотації|0|
реверсної дотації|0|
4|Площа території спроможної територіальної громади, кв. кілометрів|341
5|Кількість закладів, що утримуються за рахунок бюджету органів місцевого самоврядування:|18
загальноосвітніх навчальних закладів І-ИI ступеня|3|
загальноосвітніх навчальних закладів НІ ступеня|0|
загальноосвітніх навчальних закладів І ступеня|0|
дошкільних навчальних закладів|3|
заклади позашкільної освіти|1|
закладів культури|4|
закладів фізичної культури|1|
фельдшерсько-акушерських пунктів|2|
амбулаторій, поліклінік|2|
лікарень|1|
станцій швидкої допомоги|1|
6|Наявність приміщень для розміщення державних органів, установ, що здійснюють повноваження щодо:|
правоохоронної діяльності|є|
реєстрації актів цивільного стану та майнових прав|є|
пенсійного забезпечення|є|
соціального захисту|є|
пожежної безпеки|є|
казначейського обслуговування|є|
7|Наявність приміщень для розміщення органів  місцевого самоврядування|є
