name|Черкаська територіальна громада
region|Донецька область
id|id232
link|http://decentralization.gov.ua/region/common/id/165
0|1|2
№ з/п|Найменування показника|Значення показника
1.|Чисельність населення станом на 1 січня 2015 р.|11116
|у тому числі дітей:|
|дошкільного віку|634
|шкільного віку|854
2.|Кількість населених пунктів, що входять до складу спроможної територіальної громади|11
3.|Обсяг доходів (розрахунковий) спроможної територіальної громади, гривень|5877994
|у тому числі:|
|сформованих відповідно до статті 64 Бюджетного кодексу України|6137651
|бюджету розвитку|68033
|базової дотації|0
|реверсної дотації|0
4.|Площа території спроможної територіальної громади, кв. кілометрів|296.73
5.|Кількість закладів, що утримуються за рахунок бюджету органів місцевого самоврядування|7
|у тому числі:|
|загальноосвітніх навчальних закладів І-ІІІ ступеня|7
|загальноосвітніх навчальних закладів І-ІІ ступеня|0
|загальноосвітніх навчальних закладів І ступеня|0
|дошкільних навчальних закладів|7
|закладів позашкільної освіти|0
|закладів культури|6
|закладів фізичної культури|0
|фельдшерсько-акушерських пунктів|6
|амбулаторій, поліклінік|2
|лікарень|0
|станцій швидкої допомоги|1
6.|Наявність приміщень для розміщення державних органів, установ, що здійснюють повноваження щодо:|
|правоохоронної діяльності|є
|реєстрації актів цивільного стану та майнових прав|немає
|пенсійного забезпечення|немає
|соціального захисту|немає
|пожежної безпеки|немає
|Казначейського обслуговування|немає
7.|Наявність приміщень для розміщення органів місцевого самоврядування|є
