name|Калинівська територіальна громада
region|Вінницька область
id|id109
link|http://decentralization.gov.ua/region/common/id/279
"
			Найменування показника
			"|"
			Значення показника
			"|Unnamed: 2
1.|Чисельність населення станом на  1 січня 2015 р. у тому числі дітей:|19985
дошкільного віку|1365|
шкільного віку|2309|
2.|Кількість населених пунктів, що входять до складу спроможної територіальної громади|5
3.|Обсяг доходів (розрахунковий) спроможної територіальної громади, гривень|10856488
|сформованих відповідно до статті 64 Бюджетного кодексу України  бюджету розвитку  базової дотації  реверсної дотації|10136488     720000
4.|Площа території спроможної територіальної громади, кв. кілометрів|8837
5.|Кількість закладів, що утримуються за рахунок бюджету органів місцевого самоврядування  у тому числі:|22
|загальноосвітніх навчальних закладів I—III ступеня|4
|загальноосвітніх навчальних закладів I—II ступеня|1
|загальноосвітніх навчальних закладівI ступеня|-
|дошкільних навчальних закладів|8
|закладів позашкільної освіти|1
|закладів культури|2
|закладів фізичної культури|2
|фельдшерсько-акушерських пунктів|1
|амбулаторій, поліклінік|2
|лікарень|1
|станцій швидкої допомоги|0
6.|Наявність приміщень для розміщення державних органів, установ, що здійснюють повноваження щодо:|
правоохоронної діяльності|є|
реєстрації актів цивільного стану та майнових прав|є|
пенсійного забезпечення|є|
соціального захисту|є|
пожежної безпеки|є|
казначейського обслуговування|є|
7.|Наявність приміщень для розміщення органів місцевого самоврядування|є
