name|Бугринська територіальна громада
region|Рівненська область
id|id352
link|http://decentralization.gov.ua/region/common/id/41
"
			Найменування показника
			"|"
			Значення показника
			"|Unnamed: 2
1.|Чисельність населення станом на 1 січня 2015 року, осіб  у тому числі дітей:|4216
дошкільного віку|341|
шкільного віку|456|
2.|Кількість населених пунктів, що входять до складу спроможної територіальної громади|12
3.|Обсяг доходів (розрахунковий) спроможної територіальної громади, гривень|2023279
|у тому числі:  сформованих відповідно до статті 64 Бюджетного кодексу України  бюджету розвитку  базової дотації  реверсної дотації|1443279  -  580000  -
4.|Площа території спроможної територіальної громади,  кв. кілометрів|139506
5.|Кількість закладів, що утримуються за рахунок бюджету органів місцевого самоврядування  у тому числі:|41
|загальноосвітніх навчальних закладів I—III ступеня|2
|загальноосвітніх навчальних закладів I—II ступеня|2
|загальноосвітніх навчальних закладів I ступеня|-
|дошкільних навчальних закладів|2
|закладів позашкільної освіти|-
|закладів культури|8
|закладів фізичної культури|-
|фельдшерсько-акушерських пунктів|6
|амбулаторій, поліклінік|1
|лікарень|-
|станцій швидкої допомоги|1
6.|Наявність приміщень для розміщення державних органів, установ, що здійснюють повноваження щодо:|
правоохоронної діяльності|1|
реєстрації актів цивільного стану та майнових прав|1|
пенсійного забезпечення|1|
соціального захисту|1|
пожежної безпеки|1|
казначейського обслуговування|1|
7.|Наявність приміщень для розміщення органів місцевого самоврядування|так
