name|Лиманська територіальна громада
region|Донецька область
id|id228
link|http://decentralization.gov.ua/region/common/id/145
0|1|2
№ з/п|Найменування показника|Значення показника
|Чисельність населення станом на 1 січня 2015 р.|42552
|у тому числі дітей:|
|дошкільного віку|3725
і|шкільного віку|4776
2|Кількість населених пунктів, що входять до складу спроможної територіальної громади|40
3.|Обсяг доходів (розрахунковий) спроможної територіальної громади, гривень|54976800
|у тому числі:|
|сформованих відповідно до статті 64 Бюджетного кодексу України|56344300
бюджету розвитку|50000|
|базової дотації|0
|реверсної дотації|1417500
4.|Площа території спроможної територіальної громади, кв. кілометрів|1209.75
5.|Кількість закладів, що утримуються за рахунок бюджету органів місцевого самоврядування|138
|у тому числі:|
|загальноосвітніх навчальних закладів І-ІІІ ступеня|21
|загальноосвітніх навчальних закладів І-ІІ ступеня|0
загальноосвітніх навчальних закладів І ступеня|1|
|дошкільних навчальних закладів|23
|закладів позашкільної освіти|1
|закладів культури|45
|закладів фізичної культури|13
|фельдшерсько-акушерських пунктів|19
|амбулаторій, поліклінік|11
|лікарень|3
|станцій швидкої допомоги|0
6.|Наявність приміщень для розміщення державних органів, установ, що здійснюють повноваження щодо:|є
|правоохоронної діяльності|є
|реєстрації актів цивільного стану та майнових прав|є
|пенсійного забезпечення|є
|соціального захисту|є
|пожежної безпеки казначейського обслуговування|є
Наявність приміщень для розміщення органів місцевого самоврядування|є|
