name|Студенянська територіальна громада
region|Вінницька область
id|id120
link|http://decentralization.gov.ua/region/common/id/716
"
			No

			з/п
			"|"
			Показники
			"|"
			Значення показників
			"
1|Чисельність населення станом на 1 січня 2015 року, у тому числі:|3247
дошкільного віку|121|
шкільного віку|505|
2|Кількість населених пунктів, що входять до складу спроможної територіальної громади|9
3|Обсяг доходів (розрахунковий) спроможної територіальної громади, гривень  в тому числі:|8851200
|сформованих відповідно до статті 64 Бюджетного кодексу України|7848900
бюджету розвитку|0|
базової дотації|1002300|
реверсної дотації|0|
4|Площа території спроможної територіальної громади, кв. кілометрів|129.30
5|Кількість закладів, що утримуються за рахунок бюджету органів місцевого самоврядування|16
|загальноосвітніх навчальних закладів I—III ступеня|1
|загальноосвітніх навчальних закладів I—II ступеня|1
|загальноосвітніх навчальних закладів I ступеня|0
|дошкільних навчальних закладів|2
|закладів позашкільної освіти|0
|закладів культури|6
|закладів фізичної культури|0
|фельдшерсько-акушерських пунктів|5
|амбулаторій, поліклінік|1
|лікарень|0
|станцій швидкої допомоги|0
6|Наявність приміщень для розміщення державних органів, установ, що здійснюють повноваження щодо:|
правоохоронної діяльності|є|
реєстрації актів цивільного стану та майнових прав|є|
пенсійного забезпечення|є|
соціального захисту|є|
пожежної безпеки|є|
казначейського обслуговування|є|
7|Наявність приміщень для розміщення органів місцевого самоврядування|є
