name|Великомихайлівська  територіальна громада
region|Одеська область
id|id319
link|http://decentralization.gov.ua/region/common/id/6
0|1|2
№ з/п|Найменування показника|Значення показника
1.|Чисельність населення станом на 1 січня 2015 р.*|12818
|у тому числі дітей:|3824
|дошкільного віку|1477
|шкільного віку|2347
2.|Кількість населених пунктів, що входять до складу спроможної територіальної громади|25
3.|Обсяг доходів (розрахунковий) спроможної територіальної громади, тисяч гривень|14 292,6
|у тому числі:|
|сформованих відповідно до статті 64 Бюджетного кодексу України|12 197,7
|бюджету розвитку|00
|базової дотації|2 094,9
|реверсної дотації|00
4.|Площа території спроможної територіальної громади, кв. кілометрів|4949
5.|Кількість закладів, що утримуються за рахунок бюджету органів місцевого самоврядування|26
|у тому числі:|
|загальноосвітніх навчальних закладів I—III ступеня|5
|загальноосвітніх навчальних закладів I—II ступеня|1
|загальноосвітніх навчальних закладів I ступеня|
|дошкільних навчальних закладів|3
|закладів позашкільної освіти|1
|закладів культури|7
|закладів фізичної культури|1
|фельдшерсько-акушерських пунктів|4
|амбулаторій, поліклінік|2
|лікарень|1
|станцій швидкої допомоги|1
6.|Наявність приміщень для розміщення державних органів, установ, що здійснюють повноваження щодо:|
|правоохоронної діяльності|є
|реєстрації актів цивільного стану та майнових прав|є
|пенсійного забезпечення|є
|соціального захисту|є
|пожежної безпеки|є
|казначейського обслуговування|є
7.|Наявність приміщень для розміщення органів місцевого самоврядування|є
