name|Бабинська територіальна громада
region|Рівненська область
id|id349
link|http://decentralization.gov.ua/region/common/id/40
"
			Найменування показника
			"|"
			Значення показника
			"|Unnamed: 2
1.|Чисельність населення станом на 1 січня 2015 року, осіб  у тому числі дітей:|3618
дошкільного віку|303|
шкільного віку|456|
2.|Кількість населених пунктів, що входять до складу спроможної територіальної громади|4
3.|Обсяг доходів (розрахунковий) спроможної територіальної громади, гривень|2656975
|у тому числі:  сформованих відповідно до статті 64 Бюджетного кодексу України  бюджету розвитку  базової дотації  реверсної дотації|1981736  -  675239  -
4.|Площа території спроможної територіальної громади,  кв. кілометрів|54725
5.|Кількість закладів, що утримуються за рахунок бюджету органів місцевого самоврядування  у тому числі:|15
|загальноосвітніх навчальних закладів I—III ступеня|2
|загальноосвітніх навчальних закладів I—II ступеня|1
|загальноосвітніх навчальних закладів I ступеня|-
|дошкільних навчальних закладів|1
|закладів позашкільної освіти|-
|закладів культури|7
|закладів фізичної культури|-
|фельдшерсько-акушерських пунктів|3
|амбулаторій, поліклінік|1
|лікарень|-
|станцій швидкої допомоги|-
6.|Наявність приміщень для розміщення державних органів, установ, що здійснюють повноваження щодо:|
правоохоронної діяльності|1|
реєстрації актів цивільного стану та майнових прав|1|
пенсійного забезпечення|1|
соціального захисту|1|
пожежної безпеки|1|
казначейського обслуговування|1|
7.|Наявність приміщень для розміщення органів місцевого самоврядування|так
