name|Клесівська територіальна громада
region|Рівненська область
id|id355
link|http://decentralization.gov.ua/region/common/id/73
"
			 
			"|"
			 Найменування показника
			"|"
			Значення показника
			"
1.|Чисельність населення станом на 1 січня 2015 р.  у тому числі дітей:|10191
дошкільного віку|1162|
шкільного віку|1537|
2.|Кількість населених пунктів, що входять до складу спроможної територіальної громади|7
3.|Обсяг доходів (розрахунковий) спроможної територіальної громади, гривень  у тому числі:|12635900
сформованих відповідно до статті 64 Бюджетного кодексу України|12635900|
бюджету розвитку|-|
базової дотації|-|
реверсної дотації|-|
4.|Площа території спроможної територіальної громади,  кв. кілометрів|33773
5.|Кількість закладів, що утримуються за рахунок бюджету органів місцевого самоврядування  у тому числі:|30
загальноосвітніх навчальних закладів I—III ступеня|2|
загальноосвітніх навчальних закладів I—II ступеня|2|
загальноосвітніх навчальних закладів I ступеня|2|
дошкільних навчальних закладів|5|
закладів позашкільної освіти|-|
закладів культури|11|
закладів фізичної культури|-|
фельдшерсько-акушерських пунктів|4|
амбулаторій, поліклінік|2|
лікарень|1|
станцій швидкої допомоги|1|
6.|Наявність приміщень для розміщення державних органів, установ, що здійснюють повноваження щодо:|
правоохоронної діяльності|так|
реєстрації актів цивільного стану та майнових прав|так|
пенсійного забезпечення|так|
соціального захисту|так|
пожежної безпеки|так|
казначейського обслуговування|так|
7.|Наявність приміщень для розміщення органів місцевого самоврядування|так
