name|Гуменецька територіальна громада
region|Хмельницька область
id|id447
link|http://decentralization.gov.ua/region/common/id/572
0|1|2
Найменування показника|Значення показника|
1|Чисельність населення станом на 1 січня 2015 р.,|12634
|у тому числі дітей:|
|дошкільного віку|1120
|шкільного віку|1802
2|Кількість населених пунктів, що входять до складу спроможної територіальної громади|21
3|Обсяг доходів (розрахунковий) спроможної територіальної громади, гривень|21072400
|у тому числі:|
|сформованих відповідно до статті 64 Бюджетного кодексу України|21072400
|бюджету розвитку|
|базової дотації|
|реверсної дотації|1066600
4|Площа території спроможної територіальної громади, кв. кілометрів|24956
5|Кількість закладів, що утримуються за рахунок бюджету органів місцевого самоврядування|73
|у тому числі:|
|загальноосвітніх навчальних закладів I-III ступеня|4
|загальноосвітніх навчальних закладів I-II ступеня|7
|загальноосвітніх навчальних закладів I ступеня|1
|дошкільних навчальних закладів|13
|закладів позашкільної освіти|
|закладів культури|32
|закладів фізичної культури|
|фельдшерсько-акушерських пунктів|14
|амбулаторій, поліклінік|2
|лікарень|
|станцій швидкої допомоги|
6|Наявність приміщень для розміщення державних органів, установ, що здійснюють повноваження щодо:|
|правоохоронної діяльності|в наявності
|реєстрації актів цивільного стану та майнових прав|в наявності
|пенсійного забезпечення|в наявності
|соціального захисту|в наявності
|пожежної безпеки|в наявності
|казначейського обслуговування|в наявності
7|Наявність приміщень для розміщення органів місцевого самоврядування|в наявності
