name|Печеніжинська територіальна громада
region|Івано-Франківська область
id|id217
link|http://decentralization.gov.ua/region/common/id/745
0|1|2
Найменування показника|Значення показника|
1.|Чисельність населення станом на 1 січня 2015р.,  у тому числі дітей:|17657
|дошкільного віку|1124
шкільного віку|2050|
2.|Кількість населених пунктів, що входять до складу спроможної територіальної громади|9
3.|Обсяг доходів (розрахунковий) спроможної територіальної громади, гривень|12 900 600
у тому числі:||
сформованих відповідно до статті 64 Бюджетного кодексу України|4 752 900|
бюджету розвитку|30 000|
базової дотації|8 117 700|
реверсної дотації|0|
4.|Площа території спроможної територіальної громади, км2|18447
5.|Кількість закладів, що утримуються за рахунок бюджету органів місцевого самоврядування, у тому числі|40
загальноосвітніх навчальних закладів І-ІІІ ступеня|4|
загальноосвітніх навчальних закладів І-ІІ ступеня|5|
загальноосвітніх навчальних закладів І ступеня|0|
дошкільних навчальних закладів|1|
закладів позашкільної освіти|0|
заклади культури|20|
закладів фізичної культури|0|
фельдшерсько-акушерських пунктів|6|
амбулаторій, поліклінік|4|
лікарень|0|
станцій швидкої допомоги|0|
6.|Наявність приміщень щодо розміщення державних органів, установ, що здійснюють повноваження щодо|
правоохоронної діяльності|є|
пенсійного забезпечення|є|
соціального захисту|є|
пожежної безпеки|є|
казначейського обслуговування|є|
7.|Наявність приміщень для розміщення органів місцевого самоврядування|є
