name|Понінківська територіальна громада
region|Хмельницька область
id|id460
link|http://decentralization.gov.ua/region/common/id/595
0|1|2
|Найменування показника|Значення показника
1.0|Чисельність населення станом на 1 січня 2015 року|8590
|у  тому числі дітей:|
|дошкільного віку|615
|шкільного віку|1077
2.0|Кількість населених пунктів, що входять до складу спроможної територіальної громади|7
3.0|Обсяг доходів (розрахунковий) спроможної територіальної громади, гривень|15171300
|у тому числі:|
|Сформованих відповідно до статті 64 Бюджетного кодексу України|4178400
|бюджету розвитку|0
|базової дотації|2328700
|освітньої субвенції|7575800
|медичної субвенції|1088400
4.0|Площа території спроможної територіальної громади, га|179963
5.0|Кількість закладів, що утримуються за рахунок бюджету органів місцевого самоврядування|15
|у тому числі:|
|загальноосвітніх навчальних закладів І-ІІІ ступеня|2
|загальноосвітніх навчальних закладів І-ІІ ступеня|1
|загальноосвітніх навчальних закладів І ступеня|-
|дошкільних навчальних закладів|3
|закладів позашкільної освіти|-
|професійний ліцей|1
|закладів культури|3
|закладів фізичної культури|1
|фельдшерсько-акушерських пунктів|1
|амбулаторій, поліклінік|1
|лікарень – амбулаторія ЗПСМ|1
|станцій швидкої допомоги|1
6.0|Наявність приміщень для розміщення державних органів, установ, що здійснюють повноваження щодо:|
|правоохоронної діяльності|в наявності
|реєстрації актів цивільного стану та майнових прав|в наявності
|пенсійного забезпечення|в наявності
|соціального захисту|в наявності
|пожежної безпеки|в наявності
|казначейського обслуговування|в наявності
7.0|Наявність приміщень для розміщення органів місцевого самоврядування|в наявності
