name|Старосалтівська територіальна громада
region|Харківська область
id|id425
link|http://decentralization.gov.ua/region/common/id/818
0|1|2
Найменування показника|Значення показника|
1.|Чисельність населення станом на 1 січня 2015 р.|8924
|у тому числі дітей:|1295
|дошкільного віку|543
|шкільного віку|752
2.|Кількість населених пунктів, що входять до складу спроможної територіальної громади|20
3.|Обсяг доходів (розрахунковий) спроможної територіальної громади, гривень|14 125 200
|у тому числі:|
|сформованих відповідно до статті 64 Бюджетного кодексу України|10 175 800
|бюджету розвитку|905 600
|базової дотації|3 043 800
|реверсної дотації|
4.|Площа території територіальної громади, кв. кілометрів|4726
5.|Кількість закладів, що утримуються за рахунок бюджету органів місцевого самоврядування|36
|у тому числі:|
|загальноосвітніх навчальних закладів І-ІП ступеня|7(ут.ч НВК 1)
|загальноосвітніх навчальних закладів І-ІІ ступеня|-
|загальноосвітніх навчальних закладів І ступеня|-
|дошкільних навчальних закладів|3
|закладів позашкільної освіти|
|закладів культури|16
|закладів фізичної культури|-
|фельдшерсько-акушерських пунктів|5
|амбулаторій, поліклінік|5
|лікарень|-
|станцій швидкої допомоги|-
6.|Наявність приміщень для розміщення державних органів, установ, що здійснюють повноваження щодо:|
|правоохоронної діяльності|Приміщення опорного пункту СтаросалтівськогоПОМ   '
|реєстрації актів цивільного стану та майнових прав|Приміщення селищної ради
|пенсійного забезпечення|Приміщення денного стаціонару лікарні
|соціального захисту|Приміщення денного стаціонару лікарні
|пожежної безпеки|Приміщення МЧС
|казначейського обслуговування|Приміщення колишньої аптеки
7.|Наявність приміщень для розміщення органів місцевого самоврядування|Приміщення селищної ради
