name|Полонська територіальна громада
region|Хмельницька область
id|id459
link|http://decentralization.gov.ua/region/common/id/594
0|1|2
|Найменування показника|Значення показника
1.|Чисельність населення станом на 1 січня 2015 р., у тому числі дітей:|33452
дошкільного віку|2884|
шкільного віку|3674|
2.|Кількість населених пунктів, що входять до складу спроможної територіальної громади|30
3.|Обсяг доходів (розрахунковий) спроможної територіальної громади, гривень|27075900
у тому числі:||
сформованих відповідно до статті 64 Бюджетного кодексу України|17740900|
бюджету розвитку|203400|
базової дотації|9131600|
реверсної дотації|0|
4.|Площа території спроможної територіальної громади, кв. кілометрів|533
5.|Кількість закладів, що утримуються за рахунок бюджету органів місцевого самоврядування|100
у тому числі:||
загальноосвітніх навчальних закладів I - III ступеня|12|
загальноосвітніх навчальних закладів I - II ступеня|4|
загальноосвітніх навчальних закладів I ступеня|2|
дошкільних навчальних закладів|15|
закладів позашкільної освіти|2|
закладів культури|41|
6.|Наявність приміщень для розміщення державних органів, установ, що здійснюють повноваження щодо:|
правоохоронної діяльності|є|
реєстрації актів цивільного стану та майнових прав|є|
пенсійного забезпечення|є|
соціального захисту|є|
пожежної безпеки|є|
казначейського обслуговування|є|
7.|Наявність приміщень для розміщення органів місцевого самоврядування|є
